iteration,gene_set_size,go_term,genes,traditional_score,rag_score,score_difference,processing_time
12,20,GO:1901360,AGTR2 POU1F1 ZIC4 CALCA NOL3 RCOR2 PGAM1 NOX1 TRIB3 ZNF513 APTX ZNF548 CD86 ZNF276 PRAMEF6 SCNM1 SMARCA5 CAMKK2 CACNB4 ZNF43,0.0,0.0,0.0,317.55737709999084
13,20,GO:0031443,ATP2A1 ACTN3 SYNM,0.85,0.9,0.050000000000000044,35.47831392288208
14,20,GO:0032341,REST BMP6 BMP5 WNT4 CACNA1H DKK3 CLCN2 DAB2 BMP2 SCNN1B CYP11B2 EDNRB CYP11B1,0.85,0.85,0.0,314.6061661243439
15,20,GO:0035234,SYCE3 BCL2L1 UBE2B KIT UNC5C MAEL YBX3 KITLG SOD1 PRKDC BAX TEX11 TOPAZ1 SYCP2 IL1B IL1A DDB1 CASP2,0.85,0.85,0.0,130.2415018081665
16,20,GO:0048382,LHX1 NODAL SMAD4 FGF8 BMPR1A EOMES ZFP36L1 APELA SSBP3,0.92,0.92,0.0,40.97170805931091
17,20,GO:0014717,CAPN3 GJD4 SOX15,0.75,0.0,-0.75,30.841428995132446
18,20,GO:0046541,TIFAB PPP3CA KCNN4 NEUROG1 OPRK1 SLC4A9 AQP1 CHRM1 FGF10 DCANP1 AQP5 STATH CHRM3,0.85,0.85,0.0,37.303770780563354
19,20,GO:0097527,FASLG MLKL RIPK1 FAS TLR3 FADD RIPK3 TNF,0.92,0.92,0.0,32.66645789146423
20,20,GO:0032436,DET1 PSMD10 CHFR NFE2L2 COP1 NOP53 BAG2 CSNK1A1 SUMO1 DVL1 CLU SIRT6 TRIB2 DDA1 PSEN1 TAF1 TRIB3 PLK1 SGTA CDC20B,0.85,0.85,0.0,106.05868697166443
21,20,GO:0002823,FOXP3 LILRB1 FCGR2B KLRC1 CEACAM1 HLA-F SPN RC3H1 CLEC4G AHR KLRD1 CD80 THOC1 IL4R C4BPA CR2 HFE SVEP1 PPP3CB NOD2,0.92,0.92,0.0,46.359334230422974
22,20,GO:0034137,PJA2 F2RL1 CYBA TIRAP TLR1 MFHAS1,0.85,0.85,0.0,37.55875086784363
23,20,GO:0010823,OPA1 IER3 ACAA2 USP30 TSC2 FZD9 PARL SLC25A5 TFRC PINK1 PRKN MPV17L CLU IGF1 PRELID1 NOL3 AVP VAT1 HGF GHITM,0.85,0.85,0.0,46.05805492401123
24,20,GO:0060525,ESR1 SFRP1 FGFR2 NOTCH1 HOXD13 WDR77 HOXB13 FRS2 FOXA1 TP63,0.85,0.85,0.0,38.905900955200195
25,20,GO:0010133,PRODH ALDH4A1 PRODH2,0.95,0.95,0.0,32.990745067596436
26,20,GO:0051657,ATP2A1 SIRT1 UVRAG AKAP9 ASPM PAFAH1B1 GPSM2 TBCCD1 GCOM1 POLR2M MYZAP SPOUT1 ARHGAP21,0.85,0.85,0.0,44.65050506591797
27,20,GO:0034063,G3BP1 USP10 TIA1 ATXN2 RPS23 LSM14A OGFOD1 STYXL1 PRRC2C FMR1 CIRBP DAZAP2 PRKAA2 EIF2S1 ATXN2L YTHDF3 DDX6 PUM2 G3BP2 CAPRIN1,0.92,0.92,0.0,45.84149384498596
28,20,GO:0007204,GATA1 LPAR3 C5AR1 ITPR3 LPAR1 SPINK1 CCR1 FPR3 EDN1 GALR2 TRPC3 S1PR4 CCKBR P2RX3 BAX PTGER4 F2RL1 CD38 CCR8 EDNRB,0.85,0.85,0.0,47.897716999053955
29,20,GO:0097283,SFRP4 SERPINB13 ZFP36 SAV1 GSN ZFP36L1 PIAS4,0.75,0.85,0.09999999999999998,46.01429510116577
30,20,GO:0046640,CD55 SLC4A2 TNFSF4 IL23A IL12B IL2 PRKCQ JAK2 NDFIP1 CD3E RIPK2 HLA-E IRF1 LGALS9C LGALS9B CBLB PTPRC ARG2 CD81 CCR2,0.88,0.85,-0.030000000000000027,43.03124403953552
31,20,GO:0044571,BOLA2 ISCU GLRX3 NDUFAB1 HSCB BOLA2B NFS1 FXN LYRM4 GLRX5 FDX2,0.95,0.92,-0.029999999999999916,96.46503114700317
32,20,GO:0046416,DAO SRR DDO,0.92,0.9,-0.020000000000000018,33.328994035720825
33,20,GO:0099504,AP3S2 SNCB STX19 STX1B SLC18A1 SLC32A1 NLGN3 SEPTIN5 UNC13C AP3D1 NLGN4Y ITSN1 AP3S1 AMPH PICALM DVL1 RIMS4 STON1-GTF2A1L SYT2 SYT11,0.92,0.92,0.0,44.141987800598145
34,20,GO:0048704,SOX11 DLG1 HOXA1 NODAL TWIST1 MDFI OSR2 TFAP2A HOXA9 SIX2 TGFB3 NDST1 HOXB9 HOXD3 COL11A1 HOXB3 IRX5 TULP3 FUZ RDH10,0.92,0.92,0.0,44.469648122787476
35,20,GO:0038083,VEGFA LTK SRMS PTK2B LCK ALK NTRK1 AATK IGF1R DYRK1A MAPK3 CAV1 KDR DDR1 ABL1 EGFR GREM1,0.92,0.89,-0.030000000000000027,39.78617191314697
36,20,GO:1903538,YTHDF2 PPP2R1A,0.85,0.85,0.0,28.956318378448486
37,20,GO:0097101,NRP1 RBPJ DLL1,0.85,0.85,0.0,32.9779908657074
38,20,GO:0071692,GNA11 SVBP GHRL IL6 IGF1 RAB11FIP5 PFKM SLC2A2 UCN3 F2 TREM2 PFKFB2 AFM CAVIN1 NKX6-1 TGFB3 HADH TGFB1 RAB3A CER1,0.85,0.85,0.0,37.73452401161194
39,20,GO:0006710,HSD17B11 SRD5A1 HSD17B6 SPP1 CYP19A1,0.92,0.92,0.0,34.0017831325531
40,20,GO:0032225,PNKD PTGS2 CHRNB2 PINK1 ARRB2 FLOT1 SLC6A4 CNTNAP4,0.85,0.85,0.0,33.78843593597412
41,20,GO:0072137,SIX2 DCHS1 DCHS2,0.9,0.85,-0.050000000000000044,27.52927589416504
42,20,GO:0061102,ASCL1 HES1,0.9,0.9,0.0,27.467477083206177
43,20,GO:1903321,RPS7 OGT HMG20A COPS9 RPL5 SH3RF2 MAGEA2B ADGRB1 HDAC8 SVBP ARRB2 MAD2L1 CAPN3 DCUN1D3 AKT1 PARP10 NXN KLHL40 GCLC TSPO,0.65,0.75,0.09999999999999998,41.25231194496155
44,20,GO:0006559,GSTZ1 PAH QDPR IL4I1 HPD FAH TAT HGD,0.95,0.95,0.0,44.41567397117615
45,20,GO:0070278,RIC1 IER3IP1 ADTRP CREB3L1 NOTCH1 TMEM38B TNFRSF1A CPB2 BMP2 ENG PRICKLE1 TNFRSF1B RGCC,0.85,0.85,0.0,42.22018504142761
46,20,GO:0090083,DNAJB6 CDC34 IFNB1 DNAJB2 DNAJB8 SACS SNCAIP PSMC6 HSF1 BAG5 DNAJA4 SORL1 HSPA2 DNAJB1 CLU HSPA1B HSPA1A,0.92,0.92,0.0,46.149986743927
47,20,GO:0036444,SMDT1 MICU3 MCUR1 MICU2 MAIP1 PSEN2 SLC25A23 MCU VDAC1 MCUB MICU1 AFG3L2,0.92,0.92,0.0,39.637011766433716
48,20,GO:0060764,HOXA5 LRP5,0.85,0.85,0.0,29.662315845489502
49,20,GO:0097186,TCIRG1 ODAPH DMP1 AMELX WDR72 SLC4A2 AMTN CNNM4 PERP MMP20 RELT TBX1 FAM20C CFTR KLK5 AMELY MSX2 ENAM NECTIN1 FAM20A,0.95,0.95,0.0,47.609808921813965
50,20,GO:0046174,GK5 NTSR1 SORD TPI1 GK2 MIOX NUDT3 TKFC GPD2 GK,0.85,0.85,0.0,39.5592520236969
51,20,GO:0097028,TRPM2 TMEM176A GAS6 ZBTB46 IRF8 CCL19 CEBPB PSEN1 LTBR CSF2 RBPJ DCSTAMP AXL LGALS9 IL4 LYN NOTCH2 FCGR2B TRAF6 TMEM176B,0.88,0.85,-0.030000000000000027,38.977972984313965
52,20,GO:0045743,PRKD2 CTNNB1 FGFBP1 DSTYK SMOC2 FGFBP3 ITGB1 NPTN,0.85,0.85,0.0,43.36646103858948
53,20,GO:0060662,TGM2 EDAR SHH NFIB EDA,0.92,0.92,0.0,31.52675199508667
54,20,GO:0033366,SCG3 CHGA CPE SRGN,0.92,0.92,0.0,32.05068922042847
55,20,GO:0006145,DPYD GDA XDH,0.9,0.85,-0.050000000000000044,29.933938026428223
56,20,GO:0006400,AKT1 NSUN2 METTL2A TPRKB THG1L BCDIN3D GTPBP3 TRMT1 TRDMT1 DUS2 CTU2 DTWD1 SEPSECS TRMU TYW1B ELP3 TRMO RPUSD4 THUMPD3 TYW1,0.95,0.95,0.0,31.59482192993164
57,20,GO:0051597,ALAD FECH ARSB ANK2,0.85,0.85,0.0,33.48145580291748
58,20,GO:0034021,SOD2 IFT88 SCGB1A1 CSF2,0.75,0.85,0.09999999999999998,40.33445596694946
59,20,GO:0070384,FGF10 RARG ALDH1A3 SOX9,0.9,0.9,0.0,35.92541003227234
60,20,GO:0031960,FOSL2 PTPRU TNF HDAC6 STK39 MYOD1 IGF1R PCSK1 IL10 CYP1B1 ANXA1 EIF4E BCKDHB UCP3 UCN FBXO32 STC1 HMGCS2 ND3 SCNN1G,0.82,0.82,0.0,38.216796875
61,20,GO:0009611,JMJD1C TYROBP PRCP FOLR1 CORO1B SMOC2 PRKCD BRAF VWF SHH FLNA NDP CCR1 VAV3 CHMP4C F2RL3 F12 POU2F3 KCNB1 NTRK1,0.85,0.85,0.0,41.253838777542114
62,20,GO:0014016,TAFA3 SIX3 DLX1 TAFA1 NOTCH3 ASCL1 DLX2 BCHE,0.85,0.85,0.0,34.6804678440094
63,20,GO:0002097,KTI12 ALKBH8 DPH3 ADAT2 ELP6 MOCS3 ELP3 MTO1 GTPBP3 ELP1 CTU2 URM1 NSUN3 TRMU ELP5 CTU1 ELP4 ELP2 ALKBH1 TRMT9B,0.95,0.95,0.0,44.30117607116699
64,20,GO:1905776,GTF2H2 POT1,0.85,0.85,0.0,26.7044198513031
65,20,GO:0036483,PRKN FCGR2B TMBIM6 HYOU1,0.85,0.85,0.0,38.38874387741089
66,20,GO:0051936,SLC6A12 SLC6A11 SLC6A1 SLC6A13,0.98,0.98,0.0,27.943171739578247
67,20,GO:0034230,CTSL PCSK2,0.85,0.85,0.0,28.9163556098938
68,20,GO:1905036,SPI1 TRIM62 PLA2G5,0.85,0.85,0.0,34.038389921188354
69,20,GO:0016260,SEPHS1 SEPHS2,0.95,0.95,0.0,27.114280939102173
70,20,GO:0019391,GUSB ABHD10,0.85,0.85,0.0,28.321460247039795
71,20,GO:1904322,CREB1 ADCY6 EFNA5 SLC5A5 ADCY3 AHR GNAI1 ADCY1 ADCY8 CFTR ADCY5 FDX1 ADCY2,0.85,0.85,0.0,42.90424704551697
72,20,GO:0098840,BAG3 MAPK8IP3 SPAG17 CLIP3 KIF5C NETO1 HSPB1 DLG2 CEP131 CAMSAP3 RAB27B MAP1A KIF5A KIF5B,0.85,0.85,0.0,42.47543287277222
73,20,GO:0032309,IL1A PLA2G4F NMB CYP4F2 PLA2G4A SSTR4 TNFSF11 MIF P2RX7 NOS2 DRD3 IL1B PTGES LEP OC90 ABCC4 TNFRSF11A PLA2G3 DRD2 PLA2R1,0.88,0.85,-0.030000000000000027,49.36070394515991
74,20,GO:1901252,TRIM15 BST2 FMR1,0.85,0.85,0.0,33.94600772857666
75,20,GO:1902775,FASTKD2 DDX28 DHX30 MRM2,0.85,0.85,0.0,27.406582832336426
76,20,GO:0019233,CXCR4 POMK CCR2 KCNK4 FYN OPRK1 NR2F6 TNF SCN11A GIP ASIC3 SMR3A CXCL12 GPR171 SMR3B CHRNB2 ITGA2 GRIN2D HOXB8 TMEM100,0.85,0.85,0.0,40.301092863082886
77,20,GO:0006581,ACHE COLQ BCHE,0.95,0.95,0.0,29.020263195037842
78,20,GO:1900248,CPEB3 CPEB2,0.9,0.85,-0.050000000000000044,28.37853693962097
79,20,GO:0051592,EGFR ADAM9 SYT3 FOS CHP2 CAMK2D ALG2 GUCA1ANB-GUCA1A RASAL1 CAV1 ALOX5AP INHBB FGG KCNIP2 CPNE5 DMTN KCNQ3 AANAT PPIF MTTP,0.85,0.85,0.0,45.88062787055969
80,20,GO:0060706,ST14 DNAJB6 PLK4 HAND1 PLG KRT19 CASP8 LIF E2F7 NR2F2 EOMES PRDM1 GRHL2 STK3 SPINT2 GJB5 E2F8 SNAI1 STK4 SOX15,0.85,0.85,0.0,42.942851066589355
81,20,GO:0070934,HNRNPD DHX9 YBX1 CSDE1 SYNCRIP PABPC1 HNRNPU IGF2BP1 IGF2BP2 IGF2BP3 PAIP1,0.92,0.92,0.0,35.416475772857666
82,20,GO:0061548,PHOX2B UNC5C NRP1 FZD3 CTNNB1 SEMA3F CYP1B1 INSM1 ASCL1 TULP3 NRP2 SEMA3A RGS4 TUBB3 POU4F2 SIX1 SIX4,0.92,0.92,0.0,41.462153911590576
83,20,GO:0008627,TIFAB BAD ARHGEF2 PTGS2 YBX3 CASP3 EPO BDKRB2 USP15 SCN2A,0.75,0.85,0.09999999999999998,41.34870195388794
84,20,GO:0180011,PAPOLA APLP1 APP,0.75,0.75,0.0,33.68212890625
85,20,GO:0070498,IL1RL2 PLCB1 IL6 IL1RAP RPS6KA5 TRAF6 VRK2 IKBKB MYD88 IRAK2 ST18 IL1R2 MAPK3 IL1RN IRAK3 ZNF675 RPS6KA4 ZBP1 MAP3K7 RELA,0.92,0.92,0.0,44.954339027404785
86,20,GO:1901029,SLC25A31 SLC25A5 TMEM14A SLC25A6 SLC25A4 MPV17L FZD9 IER3 GCLC BAK1 BOK SLC35F6 ACAA2,0.85,0.85,0.0,40.21224594116211
87,20,GO:0140568,ATP13A1 ATAD1,0.85,0.85,0.0,29.021223068237305
88,20,GO:0003274,CPLANE2 GATA5 TGFBR2 TGFB2 ACVR1,0.88,0.85,-0.030000000000000027,36.839375257492065
89,20,GO:0098838,SLC25A32 SLC19A1 LRP2 ABCC5 SLC46A1,0.92,0.85,-0.07000000000000006,40.18111324310303
90,20,GO:0038161,PRL PRLR RELA,0.85,0.85,0.0,31.130379915237427
91,20,GO:1905209,TBX5 WNT3A NKX2-5 MYOCD MEF2C EFNB2 BMP4 TGFB2 ARRB2 GPER1 TGFB1 KAT2A DHX36,0.92,0.92,0.0,34.002198934555054
92,20,GO:0051881,KDR GCLM PMAIP1 PARK7 MFN1 SRC BCL2 BID BCL2L1 ABCD1 MAPT GCLC BOK ARL6IP5 KCNQ3 LIPA TCL1A PIP5KL1 NNT PYCR1,0.85,0.85,0.0,42.333876848220825
93,20,GO:0006368,INTS13 RECQL5 ERCC3 SUPT5H MED27 TCEA3 SUPT16H HNRNPU PAF1 INTS14 MED15 MED20 MED17 INTS1 MED18 MED16 CTNNB1 PCID2 MED14 INTS5,0.92,0.85,-0.07000000000000006,43.62001609802246
94,20,GO:0061440,AQP1 FOXC2 ACTA2 CFLAR PDGFRB NRP1 ITGB3 NOTCH2 PDGFA TCF21 ANGPT2 HES1 PECAM1 NOTCH3 GPR4 EDNRA WT1 OSR1 EGR1 PDGFB,0.92,0.92,0.0,40.29660201072693
95,20,GO:1903034,SERPINC1 F3 WNT4 IL10 REG3G FKBP1B EPHA4 FGA HPSE DUOX2 CLDN4 ANXA1 TFPI RTN4R CEACAM1 INPP5F HRAS F2R XBP1 PDGFB,0.85,0.85,0.0,39.90581774711609
96,20,GO:0051315,CENPE CDCA8 MIS12 BECN1 INCENP KAT2B MAD1L1 KAT5 AURKB BOD1 CDT1 HNRNPU MAPRE1 NDC80 SKA3 NUF2 KIF2C BIRC5 RMDN1 SKA2,0.95,0.95,0.0,40.78081202507019
97,20,GO:0002428,B2M HLA-E HLA-G ULBP1 HFE RAET1L RAET1E HLA-B ULBP3 MICA HLA-F MICB ULBP2 HLA-C RAET1G HLA-A TAP2,0.98,0.95,-0.030000000000000027,35.93747425079346
98,20,GO:2000342,KLF4 OAS1 OAS3 MAP2K5,0.75,0.85,0.09999999999999998,28.624109029769897
99,20,GO:0070911,USP45 RNF111,0.85,0.85,0.0,27.88061499595642
