iteration,gene_set_size,go_term,genes,traditional_score,rag_score,score_difference,processing_time
5,20,GO:0035630,PHOSPHO1 SNX10 RFLNB IGF1 GREM1 PTH LTF IFT80 ZNF664-RFLNA RFLNA BMP2 ACTN3 CCDC154 LEP,0.92,0.95,0.029999999999999916,6.500684022903442
6,20,GO:0002683,ID2 IDO1 IL4 CBLB VSIG4 TLR4 CCL28 ARRB2 IL27RA LRFN5 ACOD1 SNAI2 APOA1 PRKAR1A GRN CD33 KIR2DL4 ZPBP2 ERFE SHH,0.85,0.95,0.09999999999999998,7.899364233016968
7,20,GO:0002367,FFAR3 HK1 PRG2 LACC1 TNFSF4 LILRB4 RAET1G MYD88 TICAM1 HFE P2RX7 IFNA2 TLR4 CLEC7A FFAR2 PANX1 TWIST1 MALT1 XCL1 GATA3,0.85,0.92,0.07000000000000006,4.534365892410278
8,20,GO:1901800,PLK3 MDM2 FBXW7 SMAD7 OSBPL7 SOCS4 PLK1 PABIR1 PSMC4 AXIN2 DNAJB2 KEAP1 NKD2 STUB1 TAF1 PSEN1 CEBPA FZR1 DAB2 USP13,0.92,0.92,0.0,6.802549123764038
9,20,GO:0006788,HMOX1 HMOX2,0.92,0.95,0.029999999999999916,5.87897801399231
10,20,GO:0086001,CALM2 SCN7A SCN3B SCN2B ANK3 RNF207 SCN8A SCN10A JUP SCN11A DSC2 CACNA2D1 ATP1A2 TRPM4 SCN5A KCNA5 NUP155 FGF12 SLC4A3 SCN1B,0.92,0.95,0.029999999999999916,6.975651741027832
11,20,GO:0033595,UGT3A2 F7,0.85,0.9,0.050000000000000044,5.186044931411743
12,20,GO:0021772,AGTPBP1 WNT5A ARX SLIT3 ZIC3 DLX5 TTC8 NR2E1 KIF14 UNCX ROBO2 SKI EXT1 EOMES PAX6 ID2 CHD7 GSX2 LHX2 ATF5,0.92,0.95,0.029999999999999916,10.057507038116455
13,20,GO:0009058,CTU2 GRIA1 EN2 ZNF619 ZNF81 VARS2 POLR2J3 RPS6KA3 HOXA6 ZNF215 RBM48 DTX3L RBM17 CUX1 CADM1 ANTKMT DHPS POLR3C PRSS37 PPM1A,0.85,0.85,0.0,6.92449688911438
14,20,GO:0019441,TDO2 IDO1 KYNU AFMID IDO2,0.92,0.95,0.029999999999999916,11.681528091430664
15,20,GO:0006127,GPD1 GPD2,0.92,0.95,0.029999999999999916,6.69561505317688
16,20,GO:0018916,GSTM4 GSTM2 GSTM1 GSTM3,0.95,0.95,0.0,6.309269189834595
17,20,GO:0032487,KIF14 CBL RDX,0.85,0.95,0.09999999999999998,4.939560890197754
18,20,GO:0071356,TNFAIP3 CCL23 CD70 KCNJ11 APOA1 CCL11 GBA1 CHUK TXNDC17 FABP4 NR1H4 ASAH1 TRADD PLVAP XCL1 DICER1 GPER1 GBP2 ZFP36L2 CEBPA,0.85,0.95,0.09999999999999998,6.130627155303955
19,20,GO:0001992,OXTR AVPR1B AVPR1A AVPR2 DRD5,0.92,0.9,-0.020000000000000018,5.917699813842773
20,20,GO:0001558,SEMA6D SIPA1 RIMS1 CTDP1 DDR1 SEMA3A SEMA3E CGRRF1 CTTN RIMS2 IGFBP3 PSRC1 SMAD3 GDI1 PTCH2 KDM2B FN1 CDKL5 RICTOR GNG4,0.85,0.85,0.0,11.981969356536865
21,20,GO:0006097,IDH2 IDH1,0.95,0.95,0.0,6.966902017593384
22,20,GO:0051240,KARS1 ZFPM1 HLA-E SMAD2 FES NOG BLOC1S6 ALMS1 AGT IGF1 ACTN3 LINGO4 DIO3 GP9 WNT5A TAFA3 GSX2 IL4 NKX2-5 IFNG,0.85,0.95,0.09999999999999998,6.4066691398620605
23,20,GO:0006641,GPAT4 LPIN2 PNPLA1 GK5 CTDNEP1 DGAT1 LPGAT1 LIPC C3 DAGLB APOB CDK8 PCK2 GPIHBP1 SIRT1 LPIN1 AGMO CIDEB CNEP1R1 SORL1,0.92,0.95,0.029999999999999916,6.375553846359253
24,20,GO:0061644,H4C2 H2AC4 H4C9 H4C8 H4C16 H2BC11 CENPA H4C5 H4C3 H4C15 H4C12 H4C6 H2AC8 H4C13,0.95,0.95,0.0,5.950495004653931
25,20,GO:0045448,E4F1 CTNNB1 HES1 FZD3,0.9,0.95,0.04999999999999993,7.372304201126099
26,20,GO:2001287,UNC119 PROM2,0.85,0.95,0.09999999999999998,8.59600305557251
27,20,GO:0070830,CLDN15 PAK2 OCEL1 AFDN CLDN34 CLDN24 ESAM GRHL2 CLDN17 ARL2 CLDN10 RAB13 TJP1 RAMP2 EPHA2 GDF2 CLDN20 MYO1C GPBAR1 PDCD6IP,0.85,0.95,0.09999999999999998,5.3163042068481445
28,20,GO:0010825,NPM1 CEP120 ROCK2 CEP295,0.92,0.9,-0.020000000000000018,5.791378021240234
29,20,GO:0044848,SYCP2L CDH3 WNT5A GAL CTNNB1 SYCP2 TGFB2 MSX2 SPINK5 WNT10B FERMT1,0.85,0.95,0.09999999999999998,7.089167833328247
