iteration,gene_set_size,go_term,genes,traditional_score,rag_score,score_difference,processing_time
5,20,GO:0032261,NAPRT DGUOK ADK AMPD1 ADA AMPD3 AMPD2 HPRT1 DCK APRT ADSL,0.92,0.92,0.0,6.942458868026733
6,20,GO:0045321,ZP3 LRFN5 LST1 ZFP36L1 MALT1 TBX21 AXL AIF1 IFNA13 XBP1 SWAP70 CSK BCL11B BAK1 PDCD1LG2 IL11 TBC1D10C IFNA10 IFNA5 CD3E,0.92,0.88,-0.040000000000000036,8.41707181930542
7,20,GO:0032910,CD24 LRRC32 SMAD3,0.98,0.92,-0.05999999999999994,4.553191184997559
8,20,GO:0031536,CDCA5 UBE2C NEUROG1 PHB2,0.88,0.88,0.0,7.449568033218384
9,20,GO:0035150,AGTR2 DOCK4 ADRB2 ITGA4 CD38 DRD1 NPR1 ADRA1B FGA COMP ROCK1 AGTR1 NPPC VSTM4 SCPEP1 SOD2 ADORA1 EXT2 P2RY1 CASR,0.88,0.88,0.0,9.214591979980469
10,20,GO:0019935,HTR2C PDE4C CALCR OPRL1 SCT IRAG1 APLNR MGRN1 INSL3 NPPA OR51E2 KCNC2 GIP NPPB PDE1A PDE7B PDE4A RAPGEF3 GPR61 RUNDC3A,0.92,0.88,-0.040000000000000036,8.763049364089966
11,20,GO:0033023,SLC15A4 NF1 ADAM17 KITLG,0.98,0.88,-0.09999999999999998,5.835443019866943
12,20,GO:0061952,CHMP2A KIF20A CHMP6 CHMP3 CHMP5 RNF103-CHMP3 CHMP4C CHMP4A VPS4A CEP55 VPS4B CHMP7 CHMP1A CHMP4B MITD1 CHMP1B PDCD6IP CHMP2B,0.98,0.98,0.0,6.476775169372559
13,20,GO:0007129,MND1 MEI4 MLH1 REC8 MEIOC EHMT2 SPATA22 RNF212B CCNB1IP1 PSMC3IP SYCP2 MLH3 ZCWPW1 STAG3 DMC1 TRIP13 SYCE2 MAJIN SYCP1 KASH5,0.98,0.98,0.0,6.1244120597839355
14,20,GO:0019369,ALOX12B CYP2S1 CYP2C19 ALOXE3 CYP2J2 CYP2D6 CYP2B6 PTGS2 FAAH ABHD6 DAGLB CYP2D7 ALOX12 CYP2F1 AWAT1 CYP4Z1 CYP2C18 DAGLA ALOX15B PLA2G4B,0.98,0.98,0.0,6.718459844589233
15,20,GO:0046054,NT5C XDH NT5C1A GDA NT5C2,0.92,0.9,-0.020000000000000018,6.275123119354248
16,20,GO:0021936,CEND1 LHX1 FGF2 SHH GPR37L1 SKOR2 EGF LHX5 SLC6A4,0.92,0.92,0.0,8.120628833770752
17,20,GO:0090083,DNAJB6 CDC34 IFNB1 DNAJB2 DNAJB8 SACS SNCAIP PSMC6 HSF1 BAG5 DNAJA4 SORL1 HSPA2 DNAJB1 CLU HSPA1B HSPA1A,0.92,0.92,0.0,6.238464117050171
18,20,GO:0031408,CYP4F11 CYP4A11,0.98,0.9,-0.07999999999999996,3.8182320594787598
19,20,GO:0014047,PRKG1 STXBP1 TRPV1 APBA1 AVP SLC38A2 GIPC1 DTNBP1 GRM2 NTSR1 GABBR1 ABCC8 GJA1 P2RX7 GRM7 TRH KCNJ8 ADORA1 KMO ADORA2A,0.88,0.88,0.0,8.869426250457764
20,20,GO:0051093,TRIM62 FGF10 ZBTB7B KIAA0319 CDKN1B ANGPT2 SPAG9 ADAMTS9 FGFR3 REST FEZF2 F2 PRAMEF10 TRIM6 TLCD3B RAP1GAP CARTPT HLA-G KLF7 SOCS1,0.88,0.88,0.0,8.547250032424927
21,20,GO:0015825,SERINC5 SLC38A2 SERINC3 SLC38A5 SFXN1 SLC7A10 SLC1A4 SLC1A5,0.92,0.92,0.0,4.943927049636841
22,20,GO:1904743,ERCC4 TNKS,0.98,0.9,-0.07999999999999996,3.9802749156951904
23,20,GO:1903539,ERBB2 RAB11A GRIN2A GPC4 LGI1 STX1B TAMALIN C1QL2 CACNG3 GRIP1 C1QL3 GRIPAP1 RAPSN LHFPL4 HRAS CPLX1 GRIN2C GHSR GRIP2 ARHGAP44,0.88,0.88,0.0,8.2377769947052
24,20,GO:0042730,FAP CPB2 F11 USF1 THBD VTN FGG F12 SERPINB2 HRG F2 SERPINF2 PLAT PLAUR APOH GP1BA SERPINE1 THBS1 KRT1 PLG,0.98,0.98,0.0,9.319735050201416
25,20,GO:0050857,RPS3 IKBKG BCL10 STAP1 CARD11 CYLD PRKCH TESPA1 SLC39A10 PRKCB NECTIN2 LIPA RELA NFAM1 FOXP1 CD81 CCR7 ADA LCK RAB29,0.88,0.88,0.0,9.35760498046875
26,20,GO:0061847,CRK CHUK,0.98,0.88,-0.09999999999999998,5.028064966201782
27,20,GO:0046351,FBP1 B4GALT1 LALBA FBP2,0.92,0.88,-0.040000000000000036,5.429685115814209
28,20,GO:1903626,ATM HSF1 IL6 BAX,0.98,0.98,0.0,5.773890018463135
29,20,GO:0002072,TFAP2A ALDH1A3 SOX11 PAX2 WNT5A PHACTR4 WNT16,0.92,0.92,0.0,6.766402959823608
30,20,GO:1901647,BTK TNF SAAL1,0.92,0.92,0.0,6.221891164779663
31,20,GO:1901799,PSMF1 ALAD RYBP F8A3 MTM1 F8A2 HSP90AB1 BAG5 N4BP1 GABARAPL2 TTC36 USP38 WAC MARCHF7 FHIT MAP1A OPHN1 DDRGK1 USP7 SHH,0.88,0.88,0.0,7.841736793518066
32,20,GO:0061047,CTNNB1 BMP4,0.98,0.98,0.0,6.14259672164917
33,20,GO:0019448,AGXT LOC102724560 CBS CDO1 CSAD,0.98,0.98,0.0,6.8166399002075195
34,20,GO:0006393,MTERF2 MTERF1,0.98,0.98,0.0,4.280135154724121
35,20,GO:0061386,PHACTR4 SOX11,0.88,0.85,-0.030000000000000027,4.8893349170684814
36,20,GO:0003197,ADAMTS5 MSX1 TGFB3 BMPR1A SMAD4 NOG TGFB1 BMP4 APLNR BMP7 CRELD1 TBX5 HEY1 CITED2 BMPR2 MDM2 TMEM100 APC MDM4 RBM24,0.92,0.92,0.0,7.823296070098877
37,20,GO:0032965,LARP6 CREB3L1 MYB IL6 SERPINB7 VIM SCX RGCC RUNX1 CYGB F2R AMELX ITGA2 TGFB1 INHBA BMP4 NPPC WNT4 CYP7A1 F2,0.88,0.88,0.0,10.964700937271118
38,20,GO:0120054,GHRL GHSR HTR4,0.98,0.98,0.0,5.767793893814087
39,20,GO:0090154,PRKCD SIRT3 ENPP7 PLA2G6 CCN1 SPHK2,0.88,0.88,0.0,10.11415982246399
40,20,GO:0051792,ABHD2 ABHD1 OLAH OXSM ABHD3 ACOT7,0.92,0.92,0.0,7.71069598197937
41,20,GO:1990117,BAX NFKBIZ,0.98,0.98,0.0,5.2767438888549805
42,20,GO:0042116,IFNG C1QA TLR6 VSIG4 MAPT CD200 MIF TAFA3 TREX1 GRN CD84 CRTC3 LDLR TNF HAMP SHPK TLR2 IFNGR1 TICAM1 TLR9,0.92,0.92,0.0,11.608851909637451
43,20,GO:0009617,PPM1D RNF5 LITAF LYZL6 RNASE13 GPX1 FABP4 GATA1 CITED1 SBNO2 ADH5 SNX3 ZG16 SSC5D TLR3 LYZ NOD2 OCIAD2 DMBT1 CD24,0.0,0.0,0.0,118.81465697288513
44,20,GO:0071872,PRKACA ATP2B4 SRD5A1 KCNQ1 PDE4B SIRT2 SLC9A1 PKLR SNCA RYR2 ADIPOQ,0.0,0.88,0.88,83.3380069732666
45,20,GO:0015729,UCP2 SLC13A5 SLC25A10 SLC25A11,0.92,0.92,0.0,23.75400710105896
46,20,GO:0060319,VEGFA ZFPM1 HSCB GATA2 GATA1,0.92,0.92,0.0,87.9268229007721
47,20,GO:0032347,REST BMP6 BMP5 WNT4 CLCN2 DKK3 DAB2 BMP2,0.92,0.0,-0.92,81.33862614631653
48,20,GO:0090100,LRG1 ACVRL1 BMP6 FBXL15 UBE2O ELAPOR2 SLC2A10 MYOCD TNXB KDR CSNK2B GDF7 JAK2 BMP5 ACVR2A GATA4 FOXD1 NOTCH2 TGFB2 SNW1,0.88,0.88,0.0,37.999897956848145
49,20,GO:0042439,DBH NAAA GDPD1 GDE1 NAPEPLD MOXD1 GDPD3,0.88,0.88,0.0,12.00830602645874
50,20,GO:0002064,MAGI2 AR YAP1 HYDIN ADIPOQ BMAL1 KRT2 TYMS SIPA1L3 SOX18 GDF11 POF1B TMEM79 NTRK1 WNT5B BMP5 SLC9A4 TIGAR PAX6 FOXP3,0.88,0.0,-0.88,7.896650075912476
51,20,GO:0021988,ARX SEMA7A EOMES KIF14 GSX2 CHD7 SRF ZIC1 DLX2 OGDH SALL1 SLIT2 ROBO1 FEZF1 ERBB4 ATF5 ZIC3 EXT1 AGTPBP1 UNCX,0.88,0.88,0.0,7.851761102676392
52,20,GO:0098969,RAB11A VPS35 STX1B NSG1 GRIP2 CLSTN1 GRIP1 SCRIB RAB8A CPLX1 TAMALIN GRIPAP1 ARHGAP44 SNAP25 STX3,0.92,0.92,0.0,7.358489751815796
53,20,GO:1990573,KCNJ3 KCNJ8 KCNE2 SLC12A2 KCNJ13 ABCC9 KCNH2 ATP4B KCNJ2 KCNK9 SLC12A7 KCNJ1 ATP1A3 SLC12A8 KCNJ11 SLC12A3 ATP1A2 SLC12A6 KCNJ5 ATP12A,0.98,0.0,-0.98,66.6136589050293
54,20,GO:0048341,FOXC1 EXOC4 WNT3A LEF1 WNT11 WNT5A FOXC2,0.98,0.92,-0.05999999999999994,23.54182004928589
55,20,GO:0098779,CDC37 PRKN MFN2 HUWE1 PINK1 HDAC6 VDAC1 OPTN TOMM7 VPS13C,0.92,0.92,0.0,37.58725595474243
56,20,GO:0001764,DRD2 UNC5C DCLK1 NTRK2 RELN WDR62 PRKG1 IGSF10 NDN NEXMIF SDCCAG8 FOXG1 PLXNA1 SEPTIN14 NEUROD4 SRF PAX6 ARX LRIG2 DCDC2,0.98,0.92,-0.05999999999999994,8.999614238739014
57,20,GO:0035519,UBE2T PRKN RNF167 ITCH UBE3C RNF186 TRAF7 UBE2D4 UBE2S,0.98,0.98,0.0,4.78393816947937
58,20,GO:1904271,SLC36A4 SLC38A2 CLTRN SLC6A20 ACE2,0.0,0.9,0.9,63.19003391265869
59,20,GO:0007320,EDDM3A ACVR2A SEMG1 SERPINE2 P2RX1 TAC1 OXTR KLK14 TACR1 SLC6A4 AVPR1A DDO,0.88,0.88,0.0,8.918841123580933
60,20,GO:0006629,SELENOI MECP2 GGTLC2 PC CYP24A1 CLPS GBGT1 CRYL1 PLA2G6 UGT2B11 TMEM150A SERPINA3 ADH1C TMEM86B MTMR12 NR3C1 HSD11B2 CREBL2 CES2 ST6GALNAC6,0.88,0.88,0.0,9.871799230575562
61,20,GO:1903897,NCK1 PTPN1 HSPA5 PPP1R15B PTPN2 ABCA7 TMEM33 BOK NCK2 AGR2 PPP1R15A,0.88,0.88,0.0,13.46395206451416
62,20,GO:0071711,LAMB1 LARGE1 POMGNT1 SPINT2 CMA1 PLOD3 MMP11 CLASP2 PHLDB1 CAV1 FLRT2 PRICKLE1 LAMB2 NID2 FERMT1 RIC8A GAS2 LAMA1 COL3A1 ITGB1,0.88,0.0,-0.88,123.83416676521301
63,20,GO:1902232,TOX FOXN1 PTPN2,0.0,0.0,0.0,120.0014910697937
64,20,GO:0003176,TGFBR2 ADAMTS5 DLL4 CDH11 ELN ROCK2 TGFB1 SNAI1 HEY1 SMAD2 EFNA1 TWIST1 NPPA AXIN2 ROBO1 SLIT2 EMILIN1 BMPR2 SOX9 NOTCH1,0.0,0.0,0.0,132.23349118232727
65,20,GO:0070120,LIFR CNTF IL6ST IL6R CNTFR,0.98,0.98,0.0,69.30081582069397
66,20,GO:0051176,ABCB7 CTNNB1 PXYLP1 TCF7L2 SP1,0.0,0.0,0.0,119.39626502990723
67,20,GO:1902946,RDX NRP1 ROCK2 EZR SCRIB DTX3L EGF MSN MGAT3 NF2 SORL1,0.0,0.0,0.0,210.887708902359
68,20,GO:0042160,SAMD1 LEP APOD,0.88,0.88,0.0,87.32882905006409
69,20,GO:2001245,CAPN2 FABP3 ACSL3 LPCAT1 RAB38,0.92,0.88,-0.040000000000000036,80.70030212402344
70,20,GO:0060100,F2RL1 CD36 TREM2 ITGA2 C3 APPL2 ABCA7 ANO6 RAB31 PLCG2 GATA2 STAP1 NCKAP1L,0.88,0.88,0.0,79.04879474639893
71,20,GO:0002639,DNAJB9 IL33 CLCF1 SHLD2 IL6 MSH2 TLR9 PTPRC HMCES CD86 XBP1 TBX21 HLA-E SHLD1 C17orf99 IL2 EPHB2 MZB1 IL4R STAT6,0.92,0.92,0.0,36.62897205352783
72,20,GO:0035357,RXRA TWIST1 NCOA1 MED1 ASXL1 PPARG SIRT1 ASXL2 ALOX15 PTGIS BMP2 LEP ALOX15B PDK3 GPS2 NCOA2 PLIN5 LMO3 CITED2 FABP5,0.92,0.92,0.0,28.360046863555908
73,20,GO:0070105,C1QTNF4 RIPK1 GFI1,0.92,0.88,-0.040000000000000036,23.409685134887695
74,20,GO:0071221,CD14 TLR2 CD36 TLR6 TIRAP TLR1 TLR10,0.98,0.98,0.0,19.196222066879272
75,20,GO:1904245,ZFP36 PABPN1,0.98,0.9,-0.07999999999999996,42.11036705970764
76,20,GO:0035563,PARP9 GMNN DTX3L HMBOX1 MED25 KDM4D DDX11 ZNF618 CDT1,0.88,0.88,0.0,10.688820123672485
77,20,GO:0070227,RAG1 FADD CD3G BTK CLC BCL6 RIPK1 P2RX7 LGALS9 TNFRSF21 PTCRA IL2 BCL2 CASP7 AKT1 TSC22D3 TRAF3IP2 CD27 GLI3 SLC46A2,0.92,0.92,0.0,15.24048113822937
78,20,GO:0036376,ATP1B3 ATP1A2 ATP1A3 NPPA FXYD2 ATP4A ATP4B ATP1A1 ATP12A SLC9A1 SLC4A4 ATP1B1 ATP1B2 FXYD1 ATP1A4,0.98,0.98,0.0,21.65120792388916
79,20,GO:0061551,SIX1 NRP1 SIX4 NRP2,0.92,0.92,0.0,58.582252979278564
80,20,GO:0044060,GALR1 TACR2 RAB8B REN RETN GJA1 UCN SMAD4 TSPO INHA PTPN11 INHBB F2R GDF9 C1QTNF1 GAL CRHBP INHBA BMP6 F2RL1,0.88,0.88,0.0,15.715008020401001
81,20,GO:0032881,IGF1 PPP1R3C INS PPP1R3E GSK3B AKT1 RUBCNL GCGR PPP1R3B EGF PDGFB INSR PHLDA2 PPP1R3A EPM2AIP1 PASK IRS2 PPP1CA SORBS1 GSK3A,0.98,0.92,-0.05999999999999994,20.93311905860901
82,20,GO:0008340,SGSH TP53 MSH6 NAGLU ERCC2 GBA1 LRRK2 INPP5D B4GALNT1 ATN1 KCNJ8 PRDM2 KCNJ11 SOD1 SCN1A TP63 TFCP2L1 KL COQ7 CGAS,0.0,0.0,0.0,9.018616914749146
83,20,GO:1903712,SLC1A1 MFSD12 SLC1A2,0.98,0.98,0.0,14.973469018936157
84,20,GO:0042727,SLC52A2 SLC52A3 RFK FLAD1,0.98,0.98,0.0,6.95446515083313
85,20,GO:0006465,CLN5 SPPL3 SPCS3 PCSK5 SPCS2 IMMP2L FURIN SPCS1 SEC11C SEC11A IMMP1L HM13 PARL,0.92,0.92,0.0,10.285948038101196
86,20,GO:0002395,BPIFA1 TTLL1,0.0,0.0,0.0,18.59735608100891
87,20,GO:0045104,PKP1 KRT24 KRT15 KRT19 TOR1A KRT17 KRT5 KRT80 KRT77 MTM1 BBLN KRT33B CSNK1A1 ATP8A2 FAM83H KRT84 KRT78 ATXN3 DSP KRT23,0.98,0.98,0.0,13.33509087562561
88,20,GO:0036314,OSBPL7 GRAMD1C DYNAP SMAD2 GRAMD1A TGFBR2 F7 PTCH1 CYP7A1 DAG1 PMVK CYP8B1 INHBA RORA TGFB1 INSIG1 LRP8 CES1 CCL3 LRP6,0.88,0.88,0.0,43.609899044036865
89,20,GO:0050957,CDH23 USH1G MYO7A CLRN1 PCDH15 USH1C POU4F1,0.98,0.98,0.0,33.473148822784424
90,20,GO:1904141,CX3CL1 TREM2 CCL3 P2RY12 CSF1 P2RX4 CX3CR1,0.92,0.92,0.0,12.787165880203247
91,20,GO:0046485,PLA2G4A AGPS PXMP4 CHPT1 LPCAT2 LIPE AGMO PLA2G4C PEX7 DHRS7B TMEM86B PLA2G10 FAR1 PAFAH1B1 PLA2G7 PEDS1 FASN NCEH1 PLAAT3 GNPAT,0.92,0.88,-0.040000000000000036,8.456863164901733
92,20,GO:0071229,KLHL22 RRAGD CPEB4 CPEB3 RRAGB HSF1 RPTOR LAMTOR2 GRIA1 VEGFA ASS1 AMIGO1 UBR2 LAMTOR1 BCL2L2 PIK3CA SESN3 COL1A2 SLC7A5 ZEB1,0.88,0.88,0.0,13.423166036605835
93,20,GO:1901655,ACE ATP5F1A DEFB104A METTL21C FOS CDK4 PRKCE AXIN2 IGF1R FOXO3 PRKAA1 EFNA5 RECQL5 CYP1B1 CREB1 SCNN1D PARK7 P2RY6 AKR1C3 SCNN1B,0.88,0.88,0.0,33.20651698112488
94,20,GO:0009298,MPI PMM1 GMPPB PMM2,0.98,0.98,0.0,6.97893500328064
95,20,GO:0021544,FOXP1 DLX2 SECISBP2 MKKS MECP2 FOXP2 CNTNAP2 BBS2 RARB ASCL1 DRD2 SLC7A11 FGF8 ZSWIM6 INHBA GLI3 BCL11B BBS4 HPRT1 ALDH1A3,0.88,0.88,0.0,13.863965034484863
96,20,GO:0006624,LGMN TMEM208,0.88,0.85,-0.030000000000000027,8.260702848434448
97,20,GO:1905584,USP53 BARHL1 TMTC4,0.88,0.88,0.0,4.982998847961426
98,20,GO:0140367,DEFB136 UMOD MPEG1 TFEB MARCHF2,0.88,0.88,0.0,9.036756038665771
99,20,GO:0070314,RNF112 MYBBP1A TP53 RPL23 ZBTB17 SMPD3 STRADA ECRG4 CAPN3 GATA6 EZH2 SLC39A5 CYP27B1 RRP8 STK11 PHGDH ZNF503 WDR6 CDK5R1,0.88,0.88,0.0,10.930530071258545
